ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,timestamp,occupancy_rate,vehicle_weight,traffic_penalty,demand,normalized_demand,dynamic_price,price_change,price_change_percent
47,BHMBCCMKT01,577,26.14453614,91.73617216,208,bike,high,7,0,06-10-2016,13:30:00,2016-10-06 13:30:00,0.36048526863084923,0.5,1.0,0.8383882149046795,0.8383882149046795,14.191941074523397,4.191941074523397,41.91941074523397
48,BHMBCCMKT01,577,26.14453614,91.73617216,200,car,average,5,0,06-10-2016,13:57:00,2016-10-06 13:57:00,0.3466204506065858,1.0,0.5,0.7772963604852687,0.7772963604852687,13.886481802426346,3.8864818024263457,38.86481802426346
49,BHMBCCMKT01,577,26.14453614,91.73617216,175,cycle,average,3,0,06-10-2016,14:30:00,2016-10-06 14:30:00,0.30329289428076256,0.3,0.5,0.4726343154246101,0.4726343154246101,12.363171577123051,2.363171577123051,23.63171577123051
50,BHMBCCMKT01,577,26.14453614,91.73617216,158,car,low,2,0,06-10-2016,15:04:00,2016-10-06 15:04:00,0.2738301559792028,1.0,0.0,0.5190641247833623,0.5190641247833623,12.595320623916813,2.5953206239168125,25.953206239168125
51,BHMBCCMKT01,577,26.14453614,91.73617216,153,bike,low,2,0,06-10-2016,15:31:00,2016-10-06 15:31:00,0.2651646447140381,0.5,0.0,0.4621317157712305,0.4621317157712305,12.310658578856152,2.3106585788561524,23.106585788561524
52,BHMBCCMKT01,577,26.14453614,91.73617216,135,bike,low,1,0,06-10-2016,16:04:00,2016-10-06 16:04:00,0.2339688041594454,0.5,0.0,0.3371750433275563,0.3371750433275563,11.685875216637783,1.6858752166377826,16.858752166377826
53,BHMBCCMKT01,577,26.14453614,91.73617216,129,car,low,2,0,06-10-2016,16:30:00,2016-10-06 16:30:00,0.22357019064124783,1.0,0.0,0.4788561525129983,0.4788561525129983,12.394280762564991,2.394280762564991,23.94280762564991
54,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,2,0,07-10-2016,08:03:00,2016-10-07 08:03:00,0.10051993067590988,1.0,0.0,0.3804159445407279,0.3804159445407279,11.90207972270364,1.9020797227036397,19.020797227036397
55,BHMBCCMKT01,577,26.14453614,91.73617216,61,car,average,2,0,07-10-2016,08:30:00,2016-10-07 08:30:00,0.10571923743500866,1.0,0.5,0.28457538994800696,0.28457538994800696,11.422876949740035,1.4228769497400346,14.228769497400345
56,BHMBCCMKT01,577,26.14453614,91.73617216,75,car,low,1,0,07-10-2016,09:04:00,2016-10-07 09:04:00,0.12998266897746968,1.0,0.0,0.30398613518197576,0.30398613518197576,11.51993067590988,1.5199306759098796,15.199306759098796
57,BHMBCCMKT01,577,26.14453614,91.73617216,103,car,low,2,0,07-10-2016,09:30:00,2016-10-07 09:30:00,0.17850953206239167,1.0,0.0,0.4428076256499134,0.4428076256499134,12.214038128249566,2.214038128249566,22.14038128249566
58,BHMBCCMKT01,577,26.14453614,91.73617216,128,bike,low,2,0,07-10-2016,09:57:00,2016-10-07 09:57:00,0.2218370883882149,0.5,0.0,0.4274696707105719,0.4274696707105719,12.13734835355286,2.1373483535528592,21.373483535528592
59,BHMBCCMKT01,577,26.14453614,91.73617216,172,truck,high,5,0,07-10-2016,10:30:00,2016-10-07 10:30:00,0.29809358752166376,1.5,1.0,0.688474870017331,0.688474870017331,13.442374350086654,3.442374350086654,34.423743500866536
60,BHMBCCMKT01,577,26.14453614,91.73617216,188,car,average,3,0,07-10-2016,10:57:00,2016-10-07 10:57:00,0.32582322357019067,1.0,0.5,0.5606585788561527,0.5606585788561527,12.803292894280762,2.8032928942807622,28.032928942807622
61,BHMBCCMKT01,577,26.14453614,91.73617216,199,bike,average,4,0,07-10-2016,11:30:00,2016-10-07 11:30:00,0.34488734835355284,0.5,0.5,0.6259098786828424,0.6259098786828424,13.129549393414212,3.1295493934142122,31.295493934142122
62,BHMBCCMKT01,577,26.14453614,91.73617216,210,car,high,7,0,07-10-2016,12:03:00,2016-10-07 12:03:00,0.36395147313691506,1.0,1.0,0.891161178509532,0.891161178509532,14.455805892547659,4.455805892547659,44.55805892547659
63,BHMBCCMKT01,577,26.14453614,91.73617216,206,bike,high,7,0,07-10-2016,12:30:00,2016-10-07 12:30:00,0.35701906412478335,0.5,1.0,0.8356152512998267,0.8356152512998267,14.178076256499136,4.178076256499136,41.780762564991356
64,BHMBCCMKT01,577,26.14453614,91.73617216,200,car,high,7,0,07-10-2016,13:04:00,2016-10-07 13:04:00,0.3466204506065858,1.0,1.0,0.8772963604852687,0.8772963604852687,14.386481802426342,4.386481802426342,43.86481802426342
65,BHMBCCMKT01,577,26.14453614,91.73617216,201,car,high,7,0,07-10-2016,13:30:00,2016-10-07 13:30:00,0.3483535528596187,1.0,1.0,0.878682842287695,0.878682842287695,14.393414211438476,4.3934142114384755,43.934142114384755
66,BHMBCCMKT01,577,26.14453614,91.73617216,193,bike,average,3,0,07-10-2016,14:03:00,2016-10-07 14:03:00,0.3344887348353553,0.5,0.5,0.5175909878682844,0.5175909878682844,12.587954939341422,2.5879549393414223,25.879549393414226
67,BHMBCCMKT01,577,26.14453614,91.73617216,181,car,average,4,0,07-10-2016,14:30:00,2016-10-07 14:30:00,0.31369150779896016,1.0,0.5,0.6509532062391681,0.6509532062391681,13.254766031195842,3.2547660311958424,32.547660311958424
68,BHMBCCMKT01,577,26.14453614,91.73617216,172,truck,low,2,0,07-10-2016,15:04:00,2016-10-07 15:04:00,0.29809358752166376,1.5,0.0,0.588474870017331,0.588474870017331,12.942374350086654,2.942374350086654,29.42374350086654
69,BHMBCCMKT01,577,26.14453614,91.73617216,159,cycle,low,2,0,07-10-2016,15:30:00,2016-10-07 15:30:00,0.2755632582322357,0.3,0.0,0.4504506065857886,0.4504506065857886,12.252253032928945,2.2522530329289445,22.522530329289445
70,BHMBCCMKT01,577,26.14453614,91.73617216,158,cycle,low,2,0,07-10-2016,15:57:00,2016-10-07 15:57:00,0.2738301559792028,0.3,0.0,0.4490641247833622,0.4490641247833622,12.245320623916811,2.245320623916811,22.45320623916811
71,BHMBCCMKT01,577,26.14453614,91.73617216,132,car,low,2,0,07-10-2016,16:30:00,2016-10-07 16:30:00,0.22876949740034663,1.0,0.0,0.4830155979202774,0.4830155979202774,12.415077989601386,2.415077989601386,24.15077989601386
72,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,1,0,08-10-2016,07:57:00,2016-10-08 07:57:00,0.10051993067590988,1.0,0.0,0.28041594454072793,0.28041594454072793,11.40207972270364,1.4020797227036397,14.020797227036397
73,BHMBCCMKT01,577,26.14453614,91.73617216,61,car,average,2,0,08-10-2016,08:30:00,2016-10-08 08:30:00,0.10571923743500866,1.0,0.5,0.28457538994800696,0.28457538994800696,11.422876949740035,1.4228769497400346,14.228769497400345
74,BHMBCCMKT01,577,26.14453614,91.73617216,75,truck,low,1,0,08-10-2016,08:57:00,2016-10-08 08:57:00,0.12998266897746968,1.5,0.0,0.35398613518197575,0.35398613518197575,11.76993067590988,1.7699306759098796,17.699306759098796
75,BHMBCCMKT01,577,26.14453614,91.73617216,104,car,low,2,0,08-10-2016,09:30:00,2016-10-08 09:30:00,0.18024263431542462,1.0,0.0,0.44419410745233967,0.44419410745233967,12.2209705372617,2.2209705372616995,22.209705372616995
76,BHMBCCMKT01,577,26.14453614,91.73617216,158,car,low,3,0,08-10-2016,10:04:00,2016-10-08 10:04:00,0.2738301559792028,1.0,0.0,0.6190641247833623,0.6190641247833623,13.09532062391681,3.0953206239168107,30.953206239168107
77,BHMBCCMKT01,577,26.14453614,91.73617216,191,truck,average,3,0,08-10-2016,10:30:00,2016-10-08 10:30:00,0.3310225303292894,1.5,0.5,0.6148180242634316,0.6148180242634316,13.074090121317159,3.074090121317159,30.74090121317159
78,BHMBCCMKT01,577,26.14453614,91.73617216,223,truck,average,4,0,08-10-2016,10:57:00,2016-10-08 10:57:00,0.38648180242634317,1.5,0.5,0.7591854419410746,0.7591854419410746,13.795927209705372,3.795927209705372,37.95927209705372
79,BHMBCCMKT01,577,26.14453614,91.73617216,254,car,average,4,0,08-10-2016,11:30:00,2016-10-08 11:30:00,0.44020797227036396,1.0,0.5,0.7521663778162913,0.7521663778162913,13.760831889081455,3.760831889081455,37.60831889081455
80,BHMBCCMKT01,577,26.14453614,91.73617216,306,car,high,7,0,08-10-2016,12:04:00,2016-10-08 12:04:00,0.5303292894280762,1.0,1.0,1.0242634315424612,1.0242634315424612,15.121317157712307,5.121317157712307,51.21317157712306
81,BHMBCCMKT01,577,26.14453614,91.73617216,320,car,high,8,0,08-10-2016,12:30:00,2016-10-08 12:30:00,0.5545927209705372,1.0,1.0,1.14367417677643,1.14367417677643,15.718370883882148,5.718370883882148,57.18370883882148
82,BHMBCCMKT01,577,26.14453614,91.73617216,348,car,high,7,0,08-10-2016,13:04:00,2016-10-08 13:04:00,0.6031195840554593,1.0,1.0,1.0824956672443677,1.0824956672443677,15.41247833622184,5.41247833622184,54.124783362218395
83,BHMBCCMKT01,577,26.14453614,91.73617216,357,car,high,7,0,08-10-2016,13:30:00,2016-10-08 13:30:00,0.6187175043327556,1.0,1.0,1.0949740034662048,1.0949740034662048,15.474870017331025,5.474870017331025,54.74870017331025
84,BHMBCCMKT01,577,26.14453614,91.73617216,395,bike,average,4,0,08-10-2016,14:03:00,2016-10-08 14:03:00,0.6845753899480069,0.5,0.5,0.8976603119584057,0.8976603119584057,14.48830155979203,4.4883015597920295,44.88301559792029
85,BHMBCCMKT01,577,26.14453614,91.73617216,400,car,average,4,0,08-10-2016,14:30:00,2016-10-08 14:30:00,0.6932409012131716,1.0,0.5,0.9545927209705374,0.9545927209705374,14.772963604852688,4.772963604852688,47.72963604852688
86,BHMBCCMKT01,577,26.14453614,91.73617216,395,car,average,4,0,08-10-2016,14:57:00,2016-10-08 14:57:00,0.6845753899480069,1.0,0.5,0.9476603119584056,0.9476603119584056,14.738301559792028,4.738301559792028,47.38301559792028
87,BHMBCCMKT01,577,26.14453614,91.73617216,406,car,average,3,0,08-10-2016,15:30:00,2016-10-08 15:30:00,0.7036395147313691,1.0,0.5,0.8629116117850953,0.8629116117850953,14.314558058925478,4.314558058925478,43.14558058925478
88,BHMBCCMKT01,577,26.14453614,91.73617216,381,car,low,2,0,08-10-2016,16:04:00,2016-10-08 16:04:00,0.6603119584055459,1.0,0.0,0.8282495667244368,0.8282495667244368,14.141247833622185,4.1412478336221845,41.412478336221845
89,BHMBCCMKT01,577,26.14453614,91.73617216,365,truck,low,2,0,08-10-2016,16:30:00,2016-10-08 16:30:00,0.6325823223570191,1.5,0.0,0.8560658578856154,0.8560658578856154,14.280329289428078,4.280329289428078,42.80329289428078
90,BHMBCCMKT01,577,26.14453614,91.73617216,42,car,low,2,1,09-10-2016,08:04:00,2016-10-09 08:04:00,0.07279029462738301,1.0,0.0,0.6582322357019065,0.6582322357019065,13.291161178509531,3.2911611785095314,32.91161178509531
91,BHMBCCMKT01,577,26.14453614,91.73617216,42,bike,low,2,1,09-10-2016,08:30:00,2016-10-09 08:30:00,0.07279029462738301,0.5,0.0,0.6082322357019065,0.6082322357019065,13.041161178509533,3.041161178509533,30.41161178509533
92,BHMBCCMKT01,577,26.14453614,91.73617216,43,car,low,2,1,09-10-2016,09:04:00,2016-10-09 09:04:00,0.07452339688041594,1.0,0.0,0.6596187175043328,0.6596187175043328,13.298093587521665,3.298093587521665,32.98093587521665
93,BHMBCCMKT01,577,26.14453614,91.73617216,43,cycle,low,2,1,09-10-2016,09:30:00,2016-10-09 09:30:00,0.07452339688041594,0.3,0.0,0.5896187175043328,0.5896187175043328,12.948093587521665,2.948093587521665,29.48093587521665
94,BHMBCCMKT01,577,26.14453614,91.73617216,50,car,average,3,1,09-10-2016,09:57:00,2016-10-09 09:57:00,0.08665511265164645,1.0,0.5,0.6693240901213172,0.6693240901213172,13.346620450606586,3.3466204506065864,33.466204506065864
95,BHMBCCMKT01,577,26.14453614,91.73617216,64,cycle,high,5,1,09-10-2016,10:30:00,2016-10-09 10:30:00,0.11091854419410745,0.3,1.0,0.7187348353552859,0.7187348353552859,13.593674176776428,3.593674176776428,35.93674176776428
96,BHMBCCMKT01,577,26.14453614,91.73617216,100,truck,average,6,1,09-10-2016,11:04:00,2016-10-09 11:04:00,0.1733102253032929,1.5,0.5,1.0886481802426347,1.0886481802426347,15.443240901213173,5.443240901213173,54.432409012131735
97,BHMBCCMKT01,577,26.14453614,91.73617216,126,car,average,6,1,09-10-2016,11:30:00,2016-10-09 11:30:00,0.21837088388214904,1.0,0.5,1.0746967071057194,1.0746967071057194,15.373483535528596,5.373483535528596,53.73483535528596
98,BHMBCCMKT01,577,26.14453614,91.73617216,148,car,average,6,1,09-10-2016,11:57:00,2016-10-09 11:57:00,0.2564991334488735,1.0,0.5,1.105199306759099,1.105199306759099,15.525996533795494,5.525996533795494,55.25996533795494
99,BHMBCCMKT01,577,26.14453614,91.73617216,170,truck,high,9,1,09-10-2016,12:30:00,2016-10-09 12:30:00,0.29462738301559793,1.5,1.0,1.3857019064124785,1.3857019064124785,16.928509532062392,6.928509532062392,69.28509532062392
100,BHMBCCMKT01,577,26.14453614,91.73617216,189,car,high,8,1,09-10-2016,13:04:00,2016-10-09 13:04:00,0.3275563258232236,1.0,1.0,1.2620450606585791,1.2620450606585791,16.310225303292896,6.310225303292896,63.10225303292896
101,BHMBCCMKT01,577,26.14453614,91.73617216,205,bike,high,9,1,09-10-2016,13:30:00,2016-10-09 13:30:00,0.35528596187175043,0.5,1.0,1.3342287694974004,1.3342287694974004,16.671143847487002,6.671143847487002,66.71143847487002
102,BHMBCCMKT01,577,26.14453614,91.73617216,208,cycle,high,7,1,09-10-2016,14:03:00,2016-10-09 14:03:00,0.36048526863084923,0.3,1.0,1.1183882149046795,1.1183882149046795,15.591941074523398,5.5919410745233975,55.919410745233975
103,BHMBCCMKT01,577,26.14453614,91.73617216,209,car,average,5,1,09-10-2016,14:30:00,2016-10-09 14:30:00,0.36221837088388215,1.0,0.5,1.0897746967071058,1.0897746967071058,15.448873483535529,5.448873483535529,54.48873483535529
104,BHMBCCMKT01,577,26.14453614,91.73617216,191,car,low,3,1,09-10-2016,15:04:00,2016-10-09 15:04:00,0.3310225303292894,1.0,0.0,0.9648180242634316,0.9648180242634316,14.824090121317157,4.824090121317157,48.24090121317157
105,BHMBCCMKT01,577,26.14453614,91.73617216,180,car,low,3,1,09-10-2016,15:30:00,2016-10-09 15:30:00,0.3119584055459272,1.0,0.0,0.9495667244367417,0.9495667244367417,14.747833622183709,4.747833622183709,47.47833622183709
106,BHMBCCMKT01,577,26.14453614,91.73617216,155,truck,low,3,1,09-10-2016,16:03:00,2016-10-09 16:03:00,0.268630849220104,1.5,0.0,0.9649046793760833,0.9649046793760833,14.824523396880416,4.824523396880416,48.24523396880416
107,BHMBCCMKT01,577,26.14453614,91.73617216,133,car,low,2,1,09-10-2016,16:30:00,2016-10-09 16:30:00,0.23050259965337955,1.0,0.0,0.7844020797227037,0.7844020797227037,13.922010398613518,3.9220103986135175,39.22010398613517
108,BHMBCCMKT01,577,26.14453614,91.73617216,54,bike,low,1,0,10-10-2016,08:04:00,2016-10-10 08:04:00,0.09358752166377816,0.5,0.0,0.22487001733102252,0.22487001733102252,11.124350086655113,1.124350086655113,11.24350086655113
109,BHMBCCMKT01,577,26.14453614,91.73617216,56,truck,low,1,0,10-10-2016,08:30:00,2016-10-10 08:30:00,0.09705372616984402,1.5,0.0,0.32764298093587524,0.32764298093587524,11.638214904679376,1.6382149046793764,16.382149046793764
110,BHMBCCMKT01,577,26.14453614,91.73617216,65,car,low,1,0,10-10-2016,09:04:00,2016-10-10 09:04:00,0.11265164644714037,1.0,0.0,0.2901213171577123,0.2901213171577123,11.450606585788561,1.4506065857885613,14.506065857885615
