ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,timestamp,occupancy_rate,hour,is_weekend,is_peak_hour,dynamic_price,price_change,price_change_percent
10,BHMBCCMKT01,577,26.14453614,91.73617216,269,car,high,7,0,04-10-2016,13:02:00,2016-10-04 13:02:00,0.4662045060658579,13,0,0,12.797227036395146,2.797227036395146,27.972270363951456
11,BHMBCCMKT01,577,26.14453614,91.73617216,263,car,high,7,0,04-10-2016,13:29:00,2016-10-04 13:29:00,0.4558058925476603,13,0,0,12.734835355285963,2.7348353552859628,27.348353552859628
12,BHMBCCMKT01,577,26.14453614,91.73617216,238,car,high,5,0,04-10-2016,14:02:00,2016-10-04 14:02:00,0.4124783362218371,14,0,0,12.474870017331023,2.474870017331023,24.74870017331023
13,BHMBCCMKT01,577,26.14453614,91.73617216,215,truck,average,3,0,04-10-2016,14:29:00,2016-10-04 14:29:00,0.37261698440207974,14,0,0,12.235701906412476,2.2357019064124763,22.357019064124763
14,BHMBCCMKT01,577,26.14453614,91.73617216,192,bike,average,3,0,04-10-2016,14:57:00,2016-10-04 14:57:00,0.3327556325823224,14,0,0,11.996533795493933,1.9965337954939333,19.965337954939333
15,BHMBCCMKT01,577,26.14453614,91.73617216,165,car,low,2,0,04-10-2016,15:30:00,2016-10-04 15:30:00,0.28596187175043325,15,0,0,11.715771230502598,1.7157712305025985,17.157712305025985
16,BHMBCCMKT01,577,26.14453614,91.73617216,162,bike,low,1,0,04-10-2016,16:04:00,2016-10-04 16:04:00,0.2807625649913345,16,0,0,11.684575389948007,1.684575389948007,16.84575389948007
17,BHMBCCMKT01,577,26.14453614,91.73617216,143,car,average,2,0,04-10-2016,16:31:00,2016-10-04 16:31:00,0.24783362218370883,16,0,0,11.487001733102254,1.4870017331022538,14.87001733102254
18,BHMBCCMKT01,577,26.14453614,91.73617216,54,car,low,1,0,05-10-2016,07:57:00,2016-10-05 07:57:00,0.09358752166377816,7,0,0,10.56152512998267,0.5615251299826696,5.615251299826696
19,BHMBCCMKT01,577,26.14453614,91.73617216,59,car,average,1,0,05-10-2016,08:30:00,2016-10-05 08:30:00,0.1022530329289428,8,0,1,12.205545927209705,2.2055459272097053,22.055459272097053
20,BHMBCCMKT01,577,26.14453614,91.73617216,71,car,low,2,0,05-10-2016,09:04:00,2016-10-05 09:04:00,0.12305025996533796,9,0,1,12.34904679376083,2.349046793760831,23.490467937608308
21,BHMBCCMKT01,577,26.14453614,91.73617216,83,car,average,2,0,05-10-2016,09:30:00,2016-10-05 09:30:00,0.1438474870017331,9,0,1,12.492547660311956,2.4925476603119563,24.925476603119563
22,BHMBCCMKT01,577,26.14453614,91.73617216,114,car,low,3,0,05-10-2016,10:04:00,2016-10-05 10:04:00,0.1975736568457539,10,0,1,12.8632582322357,2.863258232235699,28.632582322356992
23,BHMBCCMKT01,577,26.14453614,91.73617216,128,truck,high,4,0,05-10-2016,10:30:00,2016-10-05 10:30:00,0.2218370883882149,10,0,1,13.030675909878681,3.0306759098786813,30.306759098786813
24,BHMBCCMKT01,577,26.14453614,91.73617216,148,bike,average,4,0,05-10-2016,11:04:00,2016-10-05 11:04:00,0.2564991334488735,11,0,0,11.53899480069324,1.5389948006932404,15.389948006932402
25,BHMBCCMKT01,577,26.14453614,91.73617216,162,car,average,4,0,05-10-2016,11:30:00,2016-10-05 11:30:00,0.2807625649913345,11,0,0,11.684575389948007,1.684575389948007,16.84575389948007
26,BHMBCCMKT01,577,26.14453614,91.73617216,178,car,high,6,0,05-10-2016,12:04:00,2016-10-05 12:04:00,0.30849220103986136,12,0,0,11.850953206239168,1.8509532062391685,18.509532062391685
27,BHMBCCMKT01,577,26.14453614,91.73617216,183,car,high,7,0,05-10-2016,12:30:00,2016-10-05 12:30:00,0.317157712305026,12,0,0,11.902946273830155,1.902946273830155,19.02946273830155
28,BHMBCCMKT01,577,26.14453614,91.73617216,175,car,high,7,0,05-10-2016,12:57:00,2016-10-05 12:57:00,0.30329289428076256,12,0,0,11.819757365684575,1.8197573656845751,18.19757365684575
29,BHMBCCMKT01,577,26.14453614,91.73617216,179,truck,high,6,0,05-10-2016,13:30:00,2016-10-05 13:30:00,0.31022530329289427,13,0,0,11.861351819757367,1.8613518197573669,18.61351819757367
30,BHMBCCMKT01,577,26.14453614,91.73617216,174,car,average,4,0,05-10-2016,13:57:00,2016-10-05 13:57:00,0.30155979202772965,13,0,0,11.809358752166377,1.8093587521663768,18.093587521663768
31,BHMBCCMKT01,577,26.14453614,91.73617216,158,car,high,5,0,05-10-2016,14:30:00,2016-10-05 14:30:00,0.2738301559792028,14,0,0,11.642980935875219,1.6429809358752188,16.429809358752188
32,BHMBCCMKT01,577,26.14453614,91.73617216,145,car,average,3,0,05-10-2016,14:57:00,2016-10-05 14:57:00,0.2512998266897747,14,0,0,11.507798960138649,1.5077989601386488,15.077989601386488
33,BHMBCCMKT01,577,26.14453614,91.73617216,129,car,low,2,0,05-10-2016,15:30:00,2016-10-05 15:30:00,0.22357019064124783,15,0,0,11.341421143847487,1.3414211438474872,13.41421143847487
34,BHMBCCMKT01,577,26.14453614,91.73617216,121,car,low,2,0,05-10-2016,16:04:00,2016-10-05 16:04:00,0.2097053726169844,16,0,0,11.258232235701906,1.2582322357019056,12.582322357019054
35,BHMBCCMKT01,577,26.14453614,91.73617216,114,bike,low,1,0,05-10-2016,16:30:00,2016-10-05 16:30:00,0.1975736568457539,16,0,0,11.185441941074522,1.1854419410745223,11.854419410745223
36,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,1,0,06-10-2016,07:57:00,2016-10-06 07:57:00,0.10051993067590988,7,0,0,10.603119584055458,0.6031195840554577,6.031195840554577
37,BHMBCCMKT01,577,26.14453614,91.73617216,63,car,low,1,0,06-10-2016,08:30:00,2016-10-06 08:30:00,0.10918544194107452,8,0,1,12.253379549393413,2.2533795493934132,22.533795493934132
38,BHMBCCMKT01,577,26.14453614,91.73617216,70,car,low,1,0,06-10-2016,08:57:00,2016-10-06 08:57:00,0.12131715771230503,8,0,1,12.337088388214905,2.337088388214905,23.37088388214905
39,BHMBCCMKT01,577,26.14453614,91.73617216,95,car,low,2,0,06-10-2016,09:30:00,2016-10-06 09:30:00,0.16464471403812825,9,0,1,12.636048526863085,2.6360485268630853,26.36048526863085
40,BHMBCCMKT01,577,26.14453614,91.73617216,135,car,low,3,0,06-10-2016,10:03:00,2016-10-06 10:03:00,0.2339688041594454,10,0,1,13.114384748700171,3.1143847487001715,31.143847487001715
41,BHMBCCMKT01,577,26.14453614,91.73617216,160,car,average,3,0,06-10-2016,10:30:00,2016-10-06 10:30:00,0.2772963604852686,10,0,1,13.413344887348353,3.4133448873483534,34.13344887348354
42,BHMBCCMKT01,577,26.14453614,91.73617216,177,car,average,3,0,06-10-2016,10:57:00,2016-10-06 10:57:00,0.30675909878682844,10,0,1,13.616637781629114,3.616637781629114,36.16637781629114
43,BHMBCCMKT01,577,26.14453614,91.73617216,191,cycle,average,4,0,06-10-2016,11:30:00,2016-10-06 11:30:00,0.3310225303292894,11,0,0,11.986135181975737,1.9861351819757367,19.861351819757367
44,BHMBCCMKT01,577,26.14453614,91.73617216,199,car,high,7,0,06-10-2016,12:04:00,2016-10-06 12:04:00,0.34488734835355284,12,0,0,12.069324090121317,2.0693240901213166,20.693240901213166
45,BHMBCCMKT01,577,26.14453614,91.73617216,206,car,high,7,0,06-10-2016,12:30:00,2016-10-06 12:30:00,0.35701906412478335,12,0,0,12.142114384748698,2.142114384748698,21.42114384748698
46,BHMBCCMKT01,577,26.14453614,91.73617216,198,car,average,5,0,06-10-2016,12:57:00,2016-10-06 12:57:00,0.3431542461005199,12,0,0,12.05892547660312,2.05892547660312,20.5892547660312
47,BHMBCCMKT01,577,26.14453614,91.73617216,208,bike,high,7,0,06-10-2016,13:30:00,2016-10-06 13:30:00,0.36048526863084923,13,0,0,12.162911611785095,2.162911611785095,21.62911611785095
48,BHMBCCMKT01,577,26.14453614,91.73617216,200,car,average,5,0,06-10-2016,13:57:00,2016-10-06 13:57:00,0.3466204506065858,13,0,0,12.079722703639515,2.079722703639515,20.79722703639515
49,BHMBCCMKT01,577,26.14453614,91.73617216,175,cycle,average,3,0,06-10-2016,14:30:00,2016-10-06 14:30:00,0.30329289428076256,14,0,0,11.819757365684575,1.8197573656845751,18.19757365684575
50,BHMBCCMKT01,577,26.14453614,91.73617216,158,car,low,2,0,06-10-2016,15:04:00,2016-10-06 15:04:00,0.2738301559792028,15,0,0,11.642980935875219,1.6429809358752188,16.429809358752188
51,BHMBCCMKT01,577,26.14453614,91.73617216,153,bike,low,2,0,06-10-2016,15:31:00,2016-10-06 15:31:00,0.2651646447140381,15,0,0,11.590987868284229,1.5909878682842287,15.909878682842288
52,BHMBCCMKT01,577,26.14453614,91.73617216,135,bike,low,1,0,06-10-2016,16:04:00,2016-10-06 16:04:00,0.2339688041594454,16,0,0,11.403812824956672,1.4038128249566721,14.038128249566723
53,BHMBCCMKT01,577,26.14453614,91.73617216,129,car,low,2,0,06-10-2016,16:30:00,2016-10-06 16:30:00,0.22357019064124783,16,0,0,11.341421143847487,1.3414211438474872,13.41421143847487
54,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,2,0,07-10-2016,08:03:00,2016-10-07 08:03:00,0.10051993067590988,8,0,1,12.193587521663776,2.193587521663776,21.93587521663776
55,BHMBCCMKT01,577,26.14453614,91.73617216,61,car,average,2,0,07-10-2016,08:30:00,2016-10-07 08:30:00,0.10571923743500866,8,0,1,12.22946273830156,2.22946273830156,22.2946273830156
56,BHMBCCMKT01,577,26.14453614,91.73617216,75,car,low,1,0,07-10-2016,09:04:00,2016-10-07 09:04:00,0.12998266897746968,9,0,1,12.396880415944539,2.3968804159445387,23.968804159445387
57,BHMBCCMKT01,577,26.14453614,91.73617216,103,car,low,2,0,07-10-2016,09:30:00,2016-10-07 09:30:00,0.17850953206239167,9,0,1,12.731715771230501,2.731715771230501,27.31715771230501
58,BHMBCCMKT01,577,26.14453614,91.73617216,128,bike,low,2,0,07-10-2016,09:57:00,2016-10-07 09:57:00,0.2218370883882149,9,0,1,13.030675909878681,3.0306759098786813,30.306759098786813
59,BHMBCCMKT01,577,26.14453614,91.73617216,172,truck,high,5,0,07-10-2016,10:30:00,2016-10-07 10:30:00,0.29809358752166376,10,0,1,13.55684575389948,3.5568457538994807,35.56845753899481
60,BHMBCCMKT01,577,26.14453614,91.73617216,188,car,average,3,0,07-10-2016,10:57:00,2016-10-07 10:57:00,0.32582322357019067,10,0,1,13.748180242634316,3.748180242634316,37.48180242634316
61,BHMBCCMKT01,577,26.14453614,91.73617216,199,bike,average,4,0,07-10-2016,11:30:00,2016-10-07 11:30:00,0.34488734835355284,11,0,0,12.069324090121317,2.0693240901213166,20.693240901213166
62,BHMBCCMKT01,577,26.14453614,91.73617216,210,car,high,7,0,07-10-2016,12:03:00,2016-10-07 12:03:00,0.36395147313691506,12,0,0,12.18370883882149,2.18370883882149,21.837088388214898
63,BHMBCCMKT01,577,26.14453614,91.73617216,206,bike,high,7,0,07-10-2016,12:30:00,2016-10-07 12:30:00,0.35701906412478335,12,0,0,12.142114384748698,2.142114384748698,21.42114384748698
64,BHMBCCMKT01,577,26.14453614,91.73617216,200,car,high,7,0,07-10-2016,13:04:00,2016-10-07 13:04:00,0.3466204506065858,13,0,0,12.079722703639515,2.079722703639515,20.79722703639515
65,BHMBCCMKT01,577,26.14453614,91.73617216,201,car,high,7,0,07-10-2016,13:30:00,2016-10-07 13:30:00,0.3483535528596187,13,0,0,12.090121317157712,2.0901213171577115,20.901213171577115
66,BHMBCCMKT01,577,26.14453614,91.73617216,193,bike,average,3,0,07-10-2016,14:03:00,2016-10-07 14:03:00,0.3344887348353553,14,0,0,12.006932409012132,2.0069324090121317,20.069324090121317
67,BHMBCCMKT01,577,26.14453614,91.73617216,181,car,average,4,0,07-10-2016,14:30:00,2016-10-07 14:30:00,0.31369150779896016,14,0,0,11.882149046793762,1.8821490467937618,18.82149046793762
68,BHMBCCMKT01,577,26.14453614,91.73617216,172,truck,low,2,0,07-10-2016,15:04:00,2016-10-07 15:04:00,0.29809358752166376,15,0,0,11.788561525129984,1.7885615251299836,17.885615251299836
69,BHMBCCMKT01,577,26.14453614,91.73617216,159,cycle,low,2,0,07-10-2016,15:30:00,2016-10-07 15:30:00,0.2755632582322357,15,0,0,11.653379549393414,1.6533795493934136,16.533795493934136
70,BHMBCCMKT01,577,26.14453614,91.73617216,158,cycle,low,2,0,07-10-2016,15:57:00,2016-10-07 15:57:00,0.2738301559792028,15,0,0,11.642980935875219,1.6429809358752188,16.429809358752188
71,BHMBCCMKT01,577,26.14453614,91.73617216,132,car,low,2,0,07-10-2016,16:30:00,2016-10-07 16:30:00,0.22876949740034663,16,0,0,11.372616984402079,1.3726169844020788,13.726169844020788
72,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,1,0,08-10-2016,07:57:00,2016-10-08 07:57:00,0.10051993067590988,7,1,0,11.663431542461005,1.663431542461005,16.63431542461005
73,BHMBCCMKT01,577,26.14453614,91.73617216,61,car,average,2,0,08-10-2016,08:30:00,2016-10-08 08:30:00,0.10571923743500866,8,1,1,13.452409012131717,3.4524090121317172,34.52409012131717
74,BHMBCCMKT01,577,26.14453614,91.73617216,75,truck,low,1,0,08-10-2016,08:57:00,2016-10-08 08:57:00,0.12998266897746968,8,1,1,13.636568457538994,3.636568457538994,36.36568457538994
75,BHMBCCMKT01,577,26.14453614,91.73617216,104,car,low,2,0,08-10-2016,09:30:00,2016-10-08 09:30:00,0.18024263431542462,9,1,1,14.018041594454074,4.018041594454074,40.18041594454074
76,BHMBCCMKT01,577,26.14453614,91.73617216,158,car,low,3,0,08-10-2016,10:04:00,2016-10-08 10:04:00,0.2738301559792028,10,1,1,14.728370883882151,4.728370883882151,47.28370883882151
77,BHMBCCMKT01,577,26.14453614,91.73617216,191,truck,average,3,0,08-10-2016,10:30:00,2016-10-08 10:30:00,0.3310225303292894,10,1,1,15.162461005199306,5.162461005199306,51.62461005199306
78,BHMBCCMKT01,577,26.14453614,91.73617216,223,truck,average,4,0,08-10-2016,10:57:00,2016-10-08 10:57:00,0.38648180242634317,10,1,1,15.583396880415947,5.583396880415947,55.833968804159475
79,BHMBCCMKT01,577,26.14453614,91.73617216,254,car,average,4,0,08-10-2016,11:30:00,2016-10-08 11:30:00,0.44020797227036396,11,1,0,13.905372616984405,3.9053726169844047,39.05372616984405
80,BHMBCCMKT01,577,26.14453614,91.73617216,306,car,high,7,0,08-10-2016,12:04:00,2016-10-08 12:04:00,0.5303292894280762,12,1,0,14.500173310225303,4.500173310225303,45.001733102253034
81,BHMBCCMKT01,577,26.14453614,91.73617216,320,car,high,8,0,08-10-2016,12:30:00,2016-10-08 12:30:00,0.5545927209705372,12,1,0,14.660311958405545,4.660311958405545,46.60311958405545
82,BHMBCCMKT01,577,26.14453614,91.73617216,348,car,high,7,0,08-10-2016,13:04:00,2016-10-08 13:04:00,0.6031195840554593,13,1,0,14.980589254766032,4.980589254766032,49.80589254766032
83,BHMBCCMKT01,577,26.14453614,91.73617216,357,car,high,7,0,08-10-2016,13:30:00,2016-10-08 13:30:00,0.6187175043327556,13,1,0,15.083535528596189,5.0835355285961885,50.83535528596188
84,BHMBCCMKT01,577,26.14453614,91.73617216,395,bike,average,4,0,08-10-2016,14:03:00,2016-10-08 14:03:00,0.6845753899480069,14,1,0,15.518197573656847,5.518197573656847,55.18197573656847
85,BHMBCCMKT01,577,26.14453614,91.73617216,400,car,average,4,0,08-10-2016,14:30:00,2016-10-08 14:30:00,0.6932409012131716,14,1,0,15.575389948006935,5.575389948006935,55.75389948006935
86,BHMBCCMKT01,577,26.14453614,91.73617216,395,car,average,4,0,08-10-2016,14:57:00,2016-10-08 14:57:00,0.6845753899480069,14,1,0,15.518197573656847,5.518197573656847,55.18197573656847
87,BHMBCCMKT01,577,26.14453614,91.73617216,406,car,average,3,0,08-10-2016,15:30:00,2016-10-08 15:30:00,0.7036395147313691,15,1,0,15.644020797227036,5.644020797227036,56.440207972270365
88,BHMBCCMKT01,577,26.14453614,91.73617216,381,car,low,2,0,08-10-2016,16:04:00,2016-10-08 16:04:00,0.6603119584055459,16,1,0,15.358058925476604,5.358058925476604,53.58058925476603
89,BHMBCCMKT01,577,26.14453614,91.73617216,365,truck,low,2,0,08-10-2016,16:30:00,2016-10-08 16:30:00,0.6325823223570191,16,1,0,15.175043327556326,5.175043327556326,51.75043327556325
90,BHMBCCMKT01,577,26.14453614,91.73617216,42,car,low,2,1,09-10-2016,08:04:00,2016-10-09 08:04:00,0.07279029462738301,8,1,1,13.202478336221834,3.2024783362218336,32.024783362218336
91,BHMBCCMKT01,577,26.14453614,91.73617216,42,bike,low,2,1,09-10-2016,08:30:00,2016-10-09 08:30:00,0.07279029462738301,8,1,1,13.202478336221834,3.2024783362218336,32.024783362218336
92,BHMBCCMKT01,577,26.14453614,91.73617216,43,car,low,2,1,09-10-2016,09:04:00,2016-10-09 09:04:00,0.07452339688041594,9,1,1,13.215632582322359,3.2156325823223586,32.15632582322358
93,BHMBCCMKT01,577,26.14453614,91.73617216,43,cycle,low,2,1,09-10-2016,09:30:00,2016-10-09 09:30:00,0.07452339688041594,9,1,1,13.215632582322359,3.2156325823223586,32.15632582322358
94,BHMBCCMKT01,577,26.14453614,91.73617216,50,car,average,3,1,09-10-2016,09:57:00,2016-10-09 09:57:00,0.08665511265164645,9,1,1,13.307712305025998,3.307712305025998,33.07712305025998
95,BHMBCCMKT01,577,26.14453614,91.73617216,64,cycle,high,5,1,09-10-2016,10:30:00,2016-10-09 10:30:00,0.11091854419410745,10,1,1,13.491871750433276,3.491871750433276,34.91871750433276
96,BHMBCCMKT01,577,26.14453614,91.73617216,100,truck,average,6,1,09-10-2016,11:04:00,2016-10-09 11:04:00,0.1733102253032929,11,1,0,12.143847487001734,2.143847487001734,21.43847487001734
97,BHMBCCMKT01,577,26.14453614,91.73617216,126,car,average,6,1,09-10-2016,11:30:00,2016-10-09 11:30:00,0.21837088388214904,11,1,0,12.441247833622183,2.4412478336221834,24.412478336221834
98,BHMBCCMKT01,577,26.14453614,91.73617216,148,car,average,6,1,09-10-2016,11:57:00,2016-10-09 11:57:00,0.2564991334488735,11,1,0,12.692894280762566,2.692894280762566,26.92894280762566
99,BHMBCCMKT01,577,26.14453614,91.73617216,170,truck,high,9,1,09-10-2016,12:30:00,2016-10-09 12:30:00,0.29462738301559793,12,1,0,12.944540727902949,2.9445407279029485,29.445407279029485
100,BHMBCCMKT01,577,26.14453614,91.73617216,189,car,high,8,1,09-10-2016,13:04:00,2016-10-09 13:04:00,0.3275563258232236,13,1,0,13.161871750433276,3.161871750433276,31.61871750433276
101,BHMBCCMKT01,577,26.14453614,91.73617216,205,bike,high,9,1,09-10-2016,13:30:00,2016-10-09 13:30:00,0.35528596187175043,13,1,0,13.344887348353554,3.344887348353554,33.44887348353554
102,BHMBCCMKT01,577,26.14453614,91.73617216,208,cycle,high,7,1,09-10-2016,14:03:00,2016-10-09 14:03:00,0.36048526863084923,14,1,0,13.379202772963605,3.3792027729636054,33.792027729636054
103,BHMBCCMKT01,577,26.14453614,91.73617216,209,car,average,5,1,09-10-2016,14:30:00,2016-10-09 14:30:00,0.36221837088388215,14,1,0,13.390641247833624,3.3906412478336243,33.90641247833624
104,BHMBCCMKT01,577,26.14453614,91.73617216,191,car,low,3,1,09-10-2016,15:04:00,2016-10-09 15:04:00,0.3310225303292894,15,1,0,13.184748700173312,3.184748700173312,31.84748700173312
105,BHMBCCMKT01,577,26.14453614,91.73617216,180,car,low,3,1,09-10-2016,15:30:00,2016-10-09 15:30:00,0.3119584055459272,15,1,0,13.05892547660312,3.05892547660312,30.5892547660312
106,BHMBCCMKT01,577,26.14453614,91.73617216,155,truck,low,3,1,09-10-2016,16:03:00,2016-10-09 16:03:00,0.268630849220104,16,1,0,12.772963604852688,2.772963604852688,27.729636048526878
107,BHMBCCMKT01,577,26.14453614,91.73617216,133,car,low,2,1,09-10-2016,16:30:00,2016-10-09 16:30:00,0.23050259965337955,16,1,0,12.521317157712305,2.5213171577123052,25.21317157712305
108,BHMBCCMKT01,577,26.14453614,91.73617216,54,bike,low,1,0,10-10-2016,08:04:00,2016-10-10 08:04:00,0.09358752166377816,8,0,1,12.145753899480068,2.1457538994800682,21.457538994800682
109,BHMBCCMKT01,577,26.14453614,91.73617216,56,truck,low,1,0,10-10-2016,08:30:00,2016-10-10 08:30:00,0.09705372616984402,8,0,1,12.169670710571923,2.169670710571923,21.69670710571923
110,BHMBCCMKT01,577,26.14453614,91.73617216,65,car,low,1,0,10-10-2016,09:04:00,2016-10-10 09:04:00,0.11265164644714037,9,0,1,12.277296360485268,2.277296360485268,22.77296360485268
111,BHMBCCMKT01,577,26.14453614,91.73617216,73,bike,low,2,0,10-10-2016,09:30:00,2016-10-10 09:30:00,0.1265164644714038,9,0,1,12.372963604852686,2.3729636048526856,23.729636048526856
112,BHMBCCMKT01,577,26.14453614,91.73617216,92,cycle,low,2,0,10-10-2016,10:03:00,2016-10-10 10:03:00,0.15944540727902945,10,0,1,12.600173310225301,2.6001733102253013,26.00173310225301
113,BHMBCCMKT01,577,26.14453614,91.73617216,113,cycle,average,4,0,10-10-2016,10:30:00,2016-10-10 10:30:00,0.19584055459272098,10,0,1,12.851299826689775,2.8512998266897753,28.512998266897753
114,BHMBCCMKT01,577,26.14453614,91.73617216,144,car,average,3,0,10-10-2016,10:57:00,2016-10-10 10:57:00,0.24956672443674177,10,0,1,13.222010398613516,3.2220103986135165,32.220103986135165
115,BHMBCCMKT01,577,26.14453614,91.73617216,149,car,average,4,0,10-10-2016,11:30:00,2016-10-10 11:30:00,0.2582322357019064,11,0,0,11.549393414211437,1.549393414211437,15.493934142114368
116,BHMBCCMKT01,577,26.14453614,91.73617216,159,car,average,4,0,10-10-2016,11:57:00,2016-10-10 11:57:00,0.2755632582322357,11,0,0,11.653379549393414,1.6533795493934136,16.533795493934136
117,BHMBCCMKT01,577,26.14453614,91.73617216,171,car,high,6,0,10-10-2016,12:30:00,2016-10-10 12:30:00,0.29636048526863085,12,0,0,11.778162911611785,1.7781629116117852,17.781629116117852
118,BHMBCCMKT01,577,26.14453614,91.73617216,176,truck,average,5,0,10-10-2016,13:04:00,2016-10-10 13:04:00,0.3050259965337955,13,0,0,11.830155979202772,1.8301559792027717,18.301559792027717
119,BHMBCCMKT01,577,26.14453614,91.73617216,172,car,high,6,0,10-10-2016,13:30:00,2016-10-10 13:30:00,0.29809358752166376,13,0,0,11.788561525129984,1.7885615251299836,17.885615251299836
120,BHMBCCMKT01,577,26.14453614,91.73617216,161,car,high,5,0,10-10-2016,14:03:00,2016-10-10 14:03:00,0.27902946273830154,14,0,0,11.67417677642981,1.6741767764298103,16.741767764298103
121,BHMBCCMKT01,577,26.14453614,91.73617216,154,car,average,3,0,10-10-2016,14:30:00,2016-10-10 14:30:00,0.2668977469670711,14,0,0,11.601386481802427,1.601386481802427,16.01386481802427
122,BHMBCCMKT01,577,26.14453614,91.73617216,137,car,average,4,0,10-10-2016,14:57:00,2016-10-10 14:57:00,0.23743500866551126,14,0,0,11.424610051993067,1.4246100519930671,14.246100519930671
123,BHMBCCMKT01,577,26.14453614,91.73617216,129,bike,low,1,0,10-10-2016,15:30:00,2016-10-10 15:30:00,0.22357019064124783,15,0,0,11.341421143847487,1.3414211438474872,13.41421143847487
124,BHMBCCMKT01,577,26.14453614,91.73617216,130,car,average,3,0,10-10-2016,15:57:00,2016-10-10 15:57:00,0.22530329289428075,15,0,0,11.351819757365684,1.3518197573656838,13.518197573656836
125,BHMBCCMKT01,577,26.14453614,91.73617216,114,truck,low,2,0,10-10-2016,16:30:00,2016-10-10 16:30:00,0.1975736568457539,16,0,0,11.185441941074522,1.1854419410745223,11.854419410745223
126,BHMBCCMKT01,577,26.14453614,91.73617216,56,bike,average,1,0,11-10-2016,08:04:00,2016-10-11 08:04:00,0.09705372616984402,8,0,1,12.169670710571923,2.169670710571923,21.69670710571923
127,BHMBCCMKT01,577,26.14453614,91.73617216,64,car,low,1,0,11-10-2016,08:30:00,2016-10-11 08:30:00,0.11091854419410745,8,0,1,12.26533795493934,2.2653379549393406,22.653379549393406
128,BHMBCCMKT01,577,26.14453614,91.73617216,74,truck,low,1,0,11-10-2016,08:57:00,2016-10-11 08:57:00,0.12824956672443674,8,0,1,12.384922010398611,2.3849220103986113,23.849220103986113
129,BHMBCCMKT01,577,26.14453614,91.73617216,93,bike,low,2,0,11-10-2016,09:30:00,2016-10-11 09:30:00,0.1611785095320624,9,0,1,12.612131715771229,2.6121317157712287,26.121317157712287
130,BHMBCCMKT01,577,26.14453614,91.73617216,129,bike,average,2,0,11-10-2016,09:57:00,2016-10-11 09:57:00,0.22357019064124783,9,0,1,13.042634315424609,3.0426343154246087,30.426343154246087
131,BHMBCCMKT01,577,26.14453614,91.73617216,167,car,average,3,0,11-10-2016,10:30:00,2016-10-11 10:30:00,0.28942807625649913,10,0,1,13.497053726169842,3.497053726169842,34.97053726169842
132,BHMBCCMKT01,577,26.14453614,91.73617216,200,car,average,3,0,11-10-2016,10:57:00,2016-10-11 10:57:00,0.3466204506065858,10,0,1,13.891681109185441,3.8916811091854413,38.91681109185441
